character,universe,page_length
Staq Mavlen,Pre-Zero Hour,359450
Sunburst,Team Titans,350990
Sunny Jim,New Earth,348291
Sybil Silverlock,Prime Earth,358628
Sylvia Eisenberg,New Earth,350845
Tam Var Garm,Earth-ABC,351551
Temperance Silverlock,Prime Earth,353577
Tinderbox,Wildstorm Universe,352019
Torcher,New Earth,355863
Una Hitchens,DCAU,349595
Val Var Garm,Earth-ABC,356585
Verity Silverlock,Prime Earth,353408
Violet Parris,New Earth,352077
Volcana,New Earth,359767
Volcano Man,New Earth,357752
Volcano Man,Thunder & Lightning Shorts,351387
Vulcanus,New Earth,351926
Wally West,Amalgam Universe,358321
Walter Arnold,Smallville,354423
William Lefferts,New Earth,349286
Wynter Heeter,Earth-S,349550
Zara,New Earth,350360
Zara,Prime Earth,352946
Alexander Sartorius,The Lego Movie,369674
Blue Ice,New Earth,352521
David Winters,New Earth,350594
Derek Powers,Futures End,363822
Doctor Kryptonite,Earth-One,352483
Earl Jenkins,Smallville,359461
Fallout,Wildstorm Universe,353819
Geiger,New Earth,352482
Harvey Kane,Quality Universe,354025
Krotz,Quality Universe,348090
Lantern Corps of China,Lantern Corps of Chin,351508
Lawrence Trainor,Time in Goliath,358489
Lawrence Trainor,Titans TV Series,354491
Nathaniel Tryon,Smallville,354505
Neil Borman,Arrowverse,353090
Rake,Prime Earth,352180
Steven Trevor,Earth-21,350537
Valentina Vostok,Doom Patrol TV Series,359783
Wardell Washington,New Earth,353013
Aberration,New Earth,346536
Angelo Bend,New Earth,362702
Balthazar,Constantine Movie,368119
Bug II,New Earth,351503
Chimera,Wildstorm Universe,354899
Eric Morden,Prime Earth,362418
Eve II,New Earth,350744
Flex Mentallo,Time in Goliath,357418
Harold Winer,New Earth,355006
Inkie,Quality Universe,350531
Kyle Rayner,New Earth,475036
Locus,Justice League 3000,360266
Maggie Mxyzptlk,New Earth,349739
Meredith Clatterbuck,Prime Earth,356783
Mister Mxyzptlk,Earth-22,350735
Mister Mxyzptlk,Earth-423,353593
Nosyarg Kcid,New Teen Titans Shorts,350043
Nosyarg Kcid,Teen Titans TV Series,354742
Origami,Dakotaverse,359957
Quantum Mechanics,Quantum Mechanic,350374
Rac Shade,Prime Earth,362209
Renegade Doctor,Wildstorm Universe,359507
Rick Rex,Prime Earth,347768
Sanjeet Bhatia,New Earth,350974
Sidney Speck,New Earth,351039
Utopian,New Earth,348572
Wallace Sage,New Earth,351649
Wizor,New Earth,354729
Adrian Chase,New Earth,368300
Albertus Grimley,Prime Earth,358771
Bane,DC Legends,359248
Bane,Lego Batman,371412
Batman Who Frags,Dark Multiverse,359916
Cyrus Gold,Man of Tomorrow,355973
Cyrus Gold,Prime Earth,377888
Death Man,New Earth,365073
Golem II,New Earth,351283
Graxosians,Graxosian,350157
Gusano Tribb,Prime Earth,352804
Harvest II,New Earth,349188
Jock,New Earth,353842
Kardiak,Teen Titans TV Series,352706
Karl Helfern,Prime Earth,361748
Knockout,Hyperjacket,370540
Latavious Johnson,Black Lightning TV Series,364957
Lobo,Justice League Action,362473
Mark Scheffer,New Earth,369618
Mark Scheffer,Prime Earth,355558
Mister Mind,Justice League Action,351464
Nik Mayak,New Earth,365140
Octopus Plants,Octopus Plant,346125
Rack,Prime Earth,350725
Richard Grayson,Earth-31,364258
Richard Morse,New Earth,353498
Ruin,Prime Earth,352401
Rulanns,Rulann,344780
Samson,All-Star Superman,358988
Scatter,New Earth,350174
Sheba,Prime Earth,350830
Solomon Grundy,Earth-One,357342
Solomon Grundy clone,Prime Earth,364438
Sonny Sumo,New Earth,351642
Tapeworm,New Earth,357449
Timoko,Teen Titans TV Series,353162
Arm-Fall-Off-Boy,Pre-Zero Hour,352325
Floyd Belkin,Legion of Super-Heroes TV Series,346717
Floyd Belkin,Post-Rebirth,351996
Floyd Belkin,Post-Zero Hour,350421
Nowhere Man,Earth-Twenty-Seven,357831
Zedabon Zarr,Earth-One,351055
Avion,Prime Earth,359981
Bishop,Arrowverse,360464
Brian Kent,Prime Earth,351543
Cat-Man II,Earth-One,349083
Chay-Ara,DC Legends,348246
Crack Comics Vol 1 17,Crack Comics Vol 1 1,422220
Duncan Pramble,New Earth,372033
Eve,Lucifer TV Series,352965
Father Time,New Earth,358981
Father Time,Prime Earth,360349
Hath-Set,Prime Earth,365603
Julian Day,Prime Earth,365358
Katherine Manser,New Earth,378080
Lazarus Pit,Lazarus Pi,361696
Mitch Romero,Arrowverse,358412
Niles Caulder,New Earth,384316
Shiera Sanders,DC Super Hero Girls TV Series,353429
Solomon Grundy,Super Best Friends Forever,355750
Solomon Grundy,The Batman TV Series,350750
Susan Su,Prime Earth,359021
Ted Grant,Injustice,366103
Ted Grant,Prime Earth,362495
Vitamin 2-X,Vitamin 2-,347229
Kim Rebecki,New Earth,352040
Kimberly Rebecki,Prime Earth,356947
A-1,Prime Earth,349090
Alfred,Digital Justice,346397
Alpha-Red,The Brave and the Bold,347939
Anomaly,Singularity Aftermath,350600
Babbage,Post-Zero Hour,349972
Blood Rose,Prime Earth,355888
Brainiac,Shogun of Steel,358186
Brill,Prime Earth,360135
C.H.A.D.,Prime Earth,362218
C.O.M.P.U.T.O.,Post-Zero Hour,355237
Clifford Steele,Danny's Dream,357021
Doctor Cyber,DC Animated Movie Universe,360704
F.E.L.I.X.,Tiny Titans,350594
Fixit,Teen Titans TV Series,356867
G.I. Robot,The Brave and the Bold,351732
Giganta,Gods and Monsters,351450
J.A.K.E. 6.1,New Earth,349508
J.A.K.E. I,Flashpoint Timeline,353600
Krydel-4,New Earth,356464
L-Ron,New Earth,354985
M.A.X.,Tiny Titans,350241
Mister Atom,Kid Super Power Hour,355868
Norman Caesar,Danny's Dream,358063
OMAC,Earth-9,348738
Output,New Earth,349589
Powerman,Earth-22,347415
Powerman,Earth-One,349363
Robo-Octo-Ape,New Earth,347867
Robot F2324,Prime Earth,350116
Sergeant Mack,New Earth,353653
Skeets,DC Universe Online,352821
Weapon-Master,Earth-One,354110
Bedovian,New Earth,356283
Bizarros,Bizarro,354423
Christopher Freeman,Scooby-Doo Team-Up,350854
Christopher Freeman,The Brave and the Bold,351165
Doomsday,American Alien,352275
Jack Hawksmoor,The Wild Storm,357804
Lobo,The Brave and the Bold,353952
Mn'Torr,New Earth,353169
Rex Tyler,New Earth,386131
Vostok-X II,Prime Earth,351250
Wu Mei-Xin,New Earth,353637
Aarl,Pre-Zero Hour,351817
Adam Cray,New Earth,365344
Adam Cray,Tiny Titans,349215
Albert Pratt,Earth 2,378190
Albert Rothstein,DCAU,356964
Albert Rothstein,DCeased,360619
Albert Rothstein,Earth-22,364078
Albert Rothstein,Injustice,350893
Albert Rothstein,Prime Earth,356920
Anomaly,Prime Earth,354395
Anthony,Tiny Titans,352086
Armageddon III,Prime Earth,357644
Atom,Earth-D,350637
Atomia,Dimension Chi,376700
Baby Wildebeest,New Earth,362408
Bartholomew Hawk,Earth-One,360220
Benjamin Newton,New Earth,351512
Blackhawk Vol 1 114,Blackhawk Vol 1 11,379905
Blue Jay,Earth-8,354187
Boom Tube,Boom Tub,359067
Bumblebee,New Teen Titans Shorts,349381
Chester Cheese,Earth-C,349394
Crumb,Tiny Titans,352811
Dane Maxwell,Prime Earth,356437
Darrel Dane,Earth-Two,361526
Darrel Dane,Quality Universe,365694
Darrel Dane,The Brave and the Bold,352766
David Dibble,Earth 8,353628
Devil of the Tarot Gang,Earth-One,349337
Digit,New Earth,351759
Doris Zeul,DC Super Hero Girls TV Series,357192
Doris Zuel,DC Animated Movie Universe,361785
Doris Zuel,DC Legends,362399
Doris Zuel,DC Super Hero Girls,351697
Doris Zuel,DC Universe Online,352741
Doris Zuel,DCeased,358252
Doris Zuel,Flashpoint Timeline,348431
Doris Zuel,Harley Quinn TV Series,358185
Doris Zuel,Injustice,346988
Doris Zuel,Lego Batman,360355
Doris Zuel,New Earth,379467
Doris Zuel,Prime Earth,369389
Doris Zuel,The New Order,349380
Dot,Tiny Titans,352920
Frog Prince,Amethyst Shorts,353065
George Calderon,New Earth,349565
George the Hyena,Prime Earth,354066
Gerald,Prime Earth,348063
Giganta,DCAU,364450
Giganta,Justice,354607
Giganta,Super Friends,359319
Giganta,The Brave and the Bold,348618
Giganta,Wonder Woman TV Series,351899
Gim Allon,DCAU,354255
Gim Allon,Earth-Prime,357054
Gim Allon,Legion of Super-Heroes TV Series,353774
Gim Allon,Post-Rebirth,359590
Gim Allon,Post-Zero Hour,382316
Gim Allon,Pre-Zero Hour,387364
Gim Allon,SW6,379032
Gim Allon,Teen Titans Go! TV Series,352306
Growth,Prime Earth,348284
Guillermo Sandoval,Wildstorm Universe,352197
Harvest Moon,Earth-One,354397
Herkimer,Earth 5,362147
Imskians,Imskian,342734
Isadora Wellington-Smythe,Dakotaverse,391077
Item,Earth-C-Minus,347640
Janet van Dyne,Amalgam Universe,349574
Jeremy Stone,WildC.A.T.s TV Series,355020
Jessica Palmer,Earth-15,357569
Jill Athron,Created Equal,353886
Josephus Doombie,Earth-Two,353570
Justin,Some Years Later,352790
Karen Beecher,DC Super Hero Girls TV Series,356846
Karen Beecher,Earth-16,366202
Lalo Muldron,Pre-Zero Hour,363821
Lester Colt,New Earth,367482
Living Doll,Earth-22,352043
Martha Roberts,New Earth,352083
Martha Roberts,Quality Universe,358732
Micro,New Earth,348876
Micro Lass,Earth-Prime,350870
Micron,DCAU,358419
Micron,Futures End,353177
Micron,Hush Beyond,361837
Military Comics Vol 1 11,Military Comics Vol 1 1,441322
Mister Atom,Earth 5,361015
Mister Poseidon,New Earth,356051
Mite,Wildstorm Universe,356664
Molecule,New Earth,352404
Molecule,Tiny Titans,349482
Mouse Man,The Brave and the Bold,353607
Mrs. Atom,Tiny Titans,354390
N'Odens,Prime Earth,353667
Nun the Less,New Earth,344240
Oleg Balinoff,Prime Earth,352947
Oliver Queen,Amalgam Universe,349884
Oom,Earth 5,361381
Randall Mikavic,New Earth,358699
Raymond Palmer,Act of God,348498
Raymond Palmer,DC Universe Online,356872
Raymond Palmer,DCAU,365395
Raymond Palmer,DCeased,356557
Raymond Palmer,Earth 16,349994
Raymond Palmer,Earth-16,359031
Raymond Palmer,Earth-31,355015
Raymond Palmer,Flashpoint Timeline,349837
Raymond Palmer,Justice League Pilot,359528
Raymond Palmer,Justice,356049
Raymond Palmer,Sword of the Atom Shorts,359262
Raymond Palmer,The Brave and the Bold,352212
Raymond Palmer,Tiny Titans,353844
Raynunn,Prime Earth,364425
Repo Man,New Earth,368231
Rhonda Pineda,Earth 3,379394
Rita Farr,DC Super Hero Girls,349147
Rita Farr,Justice,351444
Rita Farr,The Brave and the Bold,350859
Ryan Choi,New Earth,379011
Ryan Choi,The Brave and the Bold,353443
Ryan Choi,Tiny Titans,350943
Salu Digby,Earth-Prime,358874
Salu Digby,Post-Zero Hour,385452
Sizematic,Earth-One,355769
Smidgen,Tiny Titans,354492
Spot,Tiny Titans,349498
Sven Larson,New Earth,361372
Sylbert Rundine,Arrowverse,355983
Thumbelina,New Earth,353610
Titaness,New Earth,352240
Titano,New Earth,356001
Toto,Prime Earth,355395
Tramm,Teen Titans TV Series,349835
XL Terrestrial,Teen Titans TV Series,354051
Alexei,Prime Earth,352047
Bito Wladon,DCAU,357281
Bito Wladon,Flashpoint Paradox,349477
Boom Box,Dakotaverse,350327
Carolyn Lance,Birds of Prey,369108
Connor Lance-Queen,Injustice,355390
Dinah Barton,Amalgam Universe,357818
Dinah Drake,Arrowverse,437278
Dinah Drake,DC Super Hero Girls,376054
Dinah Drake,Futures End,372104
Dinah Drake,Ignite,352105
Dinah Drake,"The Birds of Christmas Past, Present and Future",369345
Dinah Drake Lance,The Brave and the Bold,354788
Dinah Lance,Crisis on Two Earths,362798
Dinah Lance,DC Bombshells,349789
Dinah Lance,Earth-16,368979
Dinah Lance,Earth-22,371132
Dinah Lance,Ignite,354930
Dinah Lance,Injustice,422082
Dinah Lance,Justice,370054
Dinah Lance,Legends of the Superheroes,360918
Dinah Lance,Smallville,378669
Dinah Laurel Lance,Arrowverse,381993
Dinah Laurel Lance,DC Extended Universe,364352
Dinah Laurel Lance,DC Legends,353516
Dinah Laurel Lance,DCAU,364708
Dinah Laurel Lance,Lego Batman,364198
Dinah Laurel Lance,Lil Gotham,370426
Dinah Laurel Lance,New Earth,444090
Dinah Laurel Lance,The Brave and the Bold,388367
Ditto,Prime Earth,359929
Eddie Edwards,Earth-One,351451
Elizabeth Lawrence,New Earth,392239
Francis Dutton,New Earth,349144
Gagsworth A. Gagsworthy,New Earth,356318
Garrett Smythe,Prime Earth,378201
Honor Guest,Arrowverse,353140
Honor Guest,Prime Earth,396498
Ian Navarro,Electric Warriors,350716
Jeramey Chriqui,Flashpoint Paradox,352375
Jeramey Chriqui,Flashpoint Timeline,352598
Kevin Emils,Wildstorm Universe,356211
Lady Granite,Plastic Man Pilot,350902
Liang Xih-K'ai,New Earth,358085
Lisa Drake,Prime Earth,353690
Louie the Lilac,Batman 1966 TV Series,357057
Malcolm Duncan,New Earth,374478
Malcolm Duncan,Prime Earth,360419
Mallory Drake,Quality Universe,355407
Marcus Bishop,Black Lightning TV Series,353068
Mister Toad,Beware the Batman,354338
Mona Menise,Earth-Two,353482
Music Meister,Lego Batman,360871
Myke-4 Astor,Pre-Zero Hour,360360
Nathan Dean,Smallville,352380
Paco Ramone,DCAU,354416
Paco Ramone,New Earth,371627
Pulsar,New Earth,350094
Punk Rocket,Teen Titans Go! TV Series,350077
Roshanna Chatterji,New Earth,347190
Rumble III,New Earth,351768
Sasha Martens,New Earth,348007
Screaming Skull,New Earth,351460
Sean Sonus,Arrowverse,361043
Shauna Belzer,Prime Earth,366973
Siobhan McDougal,Batman Unlimited,347879
Siobhan McDougal,Superman/Batman,347042
Timmy,Teen Titans TV Series,354535
Troy Stewart,Legion of Super-Heroes TV Series,351941
UHF,Earth-One,353624
Virgil Myers,Prime Earth,358430
Walter Shreeve,DCAU,358657
Walter Shreeve,Hush Beyond,359589
White Canary,Ame-Comi,352690
Wiley Wolverman,New Earth,358618
Yao Fei,Prime Earth,349846
Yao Fei,The Brave and the Bold,351265
Ame Okumura,New Earth,370049
Elliot Patterson,Doom Patrol TV Series,362479
John Thunder,Prime Earth,368251
Julian Day,The Brave and the Bold,358878
Master Man II,Earth-S,349159
Rectomm,New Earth,360658
The Book,New Earth,359479
Zaladin,New Earth,352147
Juan LaPlaya,Dead Earth,353074
Neon II,Prime Earth,347840
Baran Flinders,Earth-16,354008
Benjamin Turner,Lego Batman,370532
Bradley Glenn,Prime Earth,353815
Cyrus Gold,Lego Batman,367257
DeClout,Quality Universe,349823
Devastation,Earth-16,356718
Donald Troy,Earth 11,362014
Edgar Ridgley,Prime Earth,353640
Forager,Harley Quinn TV Series,356281
Forager,New Earth,380302
Forager,Prime Earth,383365
Frog Man,Earth-Twelve,351034
Hippolyta Trevor,New Earth,377055
Jor-L,Earth-Two,357208
Jumpa,Earth-508,353741
Lara,Earth-Two,355170
Lashina,Prime Earth,382892
Lillie Heyday,Earth-Two,377052
M'Bulaze,New Earth,352315
M'Bulaze,Super Friends,350928
Major Force,Prime Earth,366626
Mark Desmond,Earth-16,360476
Pantha,Tiny Titans,357075
Roo,New Earth,350306
Saddle Rabbits,Saddle Rabbit,368486
Stompa,DC Super Hero Girls,369744
Stompa,Lego Batman,374732
Tommy Terror,Earth-16,355281
Tuppence Terror,Earth-16,357080
Ubermensch,New Earth,356535
Waylon Jones,Lego Batman,368581
Woof,DCAU,363978
Ace the Bat-Hound,Batman Unlimited,352712
Alan Armstrong,Earth-S,366682
Aresia,DCAU,362444
Benjamin Turner,Prime Earth,373897
Big Barda,Earth 2,409912
Big Barda,Justice League Action,359505
Big Barda,Prime Earth,383546
Brute of the Dreaming,Prime Earth,355758
Caitlin Fairchild,Gen 13 Movie,353031
Caitlin Fairchild,Wildstorm Universe,376105
Catwoman,A Tragedy,359019
Courtney Whitmore,New Earth,386124
Cyrus Gold,Arrowverse,355085
Dalma,Earth-Two,356806
Daniel Garret,Earth-Fox,354072
Dava Sborsc,New Earth,350207
Dawn Allen,Earth-16,353110
Diana of Paradise Island,Super Friends,363644
Don Allen,Earth-16,353432
Giselle Smith,Earth-Prime,378458
Harleen Quinzel,Batman vs. TMNT,383267
Harry McElhinney,Earth-Twelve,352136
Henry Bucher,New Earth,355014
Invunche,Arrowverse,355422
Invunche,New Earth,379303
Isabel Rochev,Arrowverse,367681
Jason Garrick,Earth-16,365176
Jumpa,Scooby-Doo Team-Up,351556
Linda Friitawa,New Earth,355476
Lucy Arrows,Wildstorm Universe,354247
Mad Harriet,Superman/Batman,356226
Minotaur,species,361920
Moon Robinson,Prime Earth,361813
Pagliacci,Wildstorm Universe,352898
Peter Merkel,New Earth,390575
Rag Doll,The Batman TV Series,358306
Ramrod,DCAU,363043
Robin,Just Imagine,367207
Rose Wilson,Titans Tomorrow,367953
Shenice Vale,DCAU,352194
Slade Wilson,Flashpoint Paradox,357176
Slade Wilson,Hero Run,353284
Solovar,Scooby-Doo Team-Up,354766
Tatsu Toro,Future State,359789
Timothy Joseph Terrapin,Earth-C,357320
Tremor,New Earth,351045
Tyrant,Dakotaverse,357519
Ubermensch II,New Earth,359376
Valda,Prime Earth,358113
Whisper A'Daire,Earth-16,357697
Wonderous Man,Earth 11,377132
Baran Flinders,Teen Titans TV Series,363233
Kilowog,DCAU,362865
Mitz Kem,Pre-Zero Hour,346270
Rall Kem,Pre-Zero Hour,347300
Renkil Kem,Pre-Zero Hour,347734
Schlagg-Man,New Earth,356437
Taryn Loy,Pre-Zero Hour,355833
Tenzil Kem,Earth-Prime,359756
Tenzil Kem,Legion of Super-Heroes TV Series,356093
Tenzil Kem,Post-Rebirth,355473
Tenzil Kem,Post-Zero Hour,358242
Tenzil Kem,Scooby-Doo Team-Up,373453
Tenzil Kem,SW6,380251
A-Train,The Boys,356366
Aalok,New Earth,350187
Aaron Helzinger,New Earth,363799
Aaron Helzinger,Prime Earth,366981
Achilles Milo,The Brave and the Bold,357338
Adrian Ballard,Prime Earth,354885
Alain Mauricet,DCAU,361106
Albert Pratt,Earth-20,356805
Alexander Luthor,Future State,365944
Alexander Luthor,Titans Tomorrow,374480
Alexander Lyons,Team Titans,355414
Alexander Montez,New Earth,361856
Amaze,Wildstorm Universe,357033
Andrew Nolan,Post-Zero Hour,362407
Anthony Woodward,New Earth,373968
Anthony Woodward,Prime Earth,361720
Anton Arcane,Swamp Thing Movies,362133
Appex,Prime Earth,348288
Arnold Kaua,New Earth,355849
Arnold Munro,New Earth,378172
Arnold Pruett,New Earth,357392
Arnold Pruett,Prime Earth,353698
Athena,Arrowverse,364869
Athena Tremor,New Earth,354993
Athena Tremor,Prime Earth,353621
Atlas,Prime Earth,352739
Bane,Batman Ninja,353965
Bane,DC Super Friends Web Series,355721
Bane,DCeased,365289
Bane,Doom,359670
Bane,Earth-16,361155
Bane,Harleen,353621
Bane,Injustice,399052
Bane,Nolanverse,386492
Bane,The Batman TV Series,367439
Bane,The Brave and the Bold,357352
Bane,The Lego Movie,353566
Bane,Tiny Titans,352231
Baran Flinders,New Earth,368757
Baran Flinders,Prime Earth,363988
Baron Krieger,Arrowverse,356533
Baytor,New Earth,363150
Beaumont,New Earth,349239
Ben Knox,Lego Batman,357545
Benjamin Boxer,Earth 51,351674
Beowulf,New Earth,359322
Bernadeth,Prime Earth,373905
Biff,Titans TV Series,354897
Big Barda,DC Super Hero Girls,372226
Big Barda,Earth-16,359234
Big Don Drummond,New Earth,349424
Black Monday,Dark Multiverse,360085
Blockbuster,DC Animated Movie Universe,355561
Blockbuster,Earth 40,361273
Bloodthirst,New Earth,352807
Bonehead,New Earth,354037
Bouncer,New Earth,349944
Brawl,New Earth,357165
Brickhouse,Dakotaverse,362570
Bridgit Pike,Gotham,371628
Brock Smith,Just Imagine,358225
Bruce Wayne,The World of Tomorrow,354608
Bruno Hogan,New Earth,350361
Brute,Prime Earth,352479
Brute III,New Earth,351354
Brute IV,New Earth,350024
Bulletproof,Dakotaverse,352002
Byron Jones,Wildstorm Universe,354790
C.A.P.D.,New Earth,350109
Candi Pyponte-Le Parc III,Post-Zero Hour,358381
Carl Finley,DCAU,363838
Cassandra,Nolanverse,349382
Cathedral,Earth-22,350373
Cerberus II,New Earth,362227
Chaplain Action,Wildstorm Universe,351054
Charles Taine,Pre-Zero Hour,382875
Chemo,Prime Earth,359553
Chiroptor,Dark Multiverse,356322
Chuck Dodgson,Arrowverse,354272
Cinderblock,New Teen Titans Shorts,352091
Clarence McMullen,New Earth,348951
Clark Kent,Last Son of Earth,362693
Congorilla,Prime Earth,352870
Cossack,New Earth,355951
Curtis Metcalf,Dakotaverse,393726
Cylvia Cyber,Earth-One,359758
Cyrus Gold,Batman Unlimited,351003
Cyrus Gold,DC Animated Movie Universe,353997
Cyrus Gold,DC Super Friends Web Series,359729
Cyrus Gold,Gotham,373029
Cyrus Gold,Trapped In Time,359212
Dad,Titans TV Series,356136
Dahak,New Earth,350053
Daisy Langdon,Prime Earth,353132
Daniel Brickwell,Arrowverse,354757
Daniel Brickwell,Earth-16,361178
Daniel Brickwell,Green Arrow Shorts,368790
Daniel Brickwell,New Earth,374662
Daniel Brickwell,Prime Earth,355194
Daniel Garrett,Prime Earth,353246
Darkfather,Dark Multiverse,366081
David Fuglestad,Arrowverse,353142
Deity,Prime Earth,354198
Dia,Prime Earth,377571
Diana of Paradise Island,Earth-2,364999
Diode,New Earth,360181
Dmitri Pushkin,Earth-16,353830
Doll Face,New Earth,351544
Doomsday,The New Order,347737
Douglas Nolan,Post-Zero Hour,356000
Douglas Nolan,Pre-Zero Hour,352763
Draaga,DCAU,356297
Drake Jones,Wildstorm Universe,359079
Drrt,New Earth,351296
Duela Dent,Arrowverse,356308
Edgar Mandragora,DCAU,360873
Edward Nygma,Gotham,416402
Edward Pugliese,Dakotaverse,410268
Elephant Man,New Earth,356214
Elizabeth Kane,Arrowverse,369230
Erich Ludendorff,DC Extended Universe,358612
Ernesto Gograh,Earth-ABC,354552
Fang Zhifu,DC Universe Online,347776
Fang Zhifu,New Earth,367524
Fang Zhifu,Prime Earth,381250
Fang Zhifu,The Brave and the Bold,351526
Female,The Boys,355491
Frankenstein,Futures End,363338
Freight-Train,New Earth,352473
Frenchman,The Boys,354245
Galactic Golem,New Earth,352674
Galia,Green Lantern Animated Series,354102
Geoffrey Thibodeux,DCAU,359150
Gigantus,New Earth,353618
Gilotina,Prime Earth,371793
Gilotina,Superman/Batman,368859
Gnarrk,Earth-One,362500
Goldrush,Prime Earth,358722
Gorilla Boy,The Batman TV Series,351262
Gorilla Grodd,Out of Time,363358
Gork,DCAU,347597
Granite Janet,Prime Earth,356741
Great White,New Earth,351174
Gregor Dosynski,New Earth,359818
Growler,New Earth,351502
Grundette,Prime Earth,355976
Hardknox,New Earth,352045
Harleen Quinzel,Futures End,381670
Harleen Quinzel,Prime Earth,464624
Helena Bertinelli,Injustice,375433
Henry Duke,Wildstorm Universe,358754
Henry Hayes,New Earth,358309
Henry Heywood,Prime Earth,368202
Herakles,The True Amazon,361488
Hugh Campbell,The Boys,355899
Human Tank,Earth-Two,352847
Hyve,DCeased,353440
Ignatius Ogilvy,Prime Earth,376980
Iron Girl,New Earth,355463
Ixion,New Earth,354724
Jason Blood,Damned,350419
Java,New Earth,363766
Jerry McGee,New Earth,361792
Jewish Golem,New Earth,347690
Jezebelle of New Genesis,New Earth,367757
Jigundus,New Earth,365413
Jiv Reduu,New Earth,356493
John Henry Irons,Tiny Titans,363610
Joker,Earth 3,359867
Joker,Earth-1098,348268
Joker,Harleen,361482
"Jon, the Viking Prince",DCAU,352126
Jonathan Cartwright,Arrowverse,366012
Joseph Jones,New Earth,363691
Joseph Parker,Wildstorm Universe,353825
Kafka,The Brave and the Bold,353965
Katherine Kane,Injustice,380951
Katherine Spencer,New Earth,388946
Kho Gharda,Electric Warriors,350558
Kilowog,DC Animated Movie Universe,361163
Kilowog,DC Legends,361119
Kilowog,DC Super Hero Girls TV Series,361955
Kilowog,Earth-32,360362
Kilowog,Emerald Knights,360099
Kilowog,First Flight,360427
Kilowog,Green Lantern Animated Series,363193
Kilowog,Lego Batman,366193
King Killer,Quality Universe,358326
King Kull,Earth-S,364692
King Kull,Scooby-Doo Team-Up,358130
King Samson,Earth-One,358277
Klaus Starr,Preacher TV Series,354790
Knockout,DC Animated Movie Universe,367487
Konvikt,New Earth,347857
Kor,Prime Earth,375689
Kraken,species,355975
Krakko,New Earth,350536
Krall,Teen Titans TV Series,354239
Kuei,New Earth,352630
Kull,Dark Multiverse,366013
Lance Gallant,Prime Earth,353733
Lashina,Superman/Batman,354015
Laurel Hedare,Catwoman,355109
Lead,Justice,353778
Lead Girl,New Earth,356306
Leroy Merkyn,New Earth,358133
Lex Luthor,Justice League Action,408910
Lord Beast,Fables,354850
Loria,New Earth,352182
Lucas Fox,Arrowverse,362961
Luftwaffe,New Earth,351109
Malhedron,Prime Earth,379847
Mark Desmond,DCAU,359445
Mark Desmond,The Brave and the Bold,352944
McG,Futures End,355130
Mercury Girl,New Earth,355131
Micah Flint,New Earth,362791
Michael Lane,Lego Batman,372139
Michael Lane,New Earth,419201
Michael Morgan,DCAU,364082
Mickey the Mouse,New Earth,351718
Mirielle Borgman,Harley Quinn TV Series,357203
Miss Winston,DCAU,355660
Mister Atom,Earth-508,354378
Mom,Titans TV Series,355581
Mongul,Injustice,347853
Mother's Milk,The Boys,357261
Mudge,New Earth,351685
Mustang Suzy,New Earth,349234
Nelson Drew,Earth-ABC,355158
Onomatopoeia,New Earth,395789
Osmium,New Earth,355616
Pallas,Prime Earth,350616
Parademon,New Earth,366102
Platinum,Justice,353794
Power Man,Earth-One,348481
Rad,Prime Earth,375722
Ramsey Robinson,New Earth,357718
Raptor,Prime Earth,366366
Razorjane,Prime Earth,350822
Redeemer,Wildstorm Universe,357514
Richard Brinke,Prime Earth,357694
Richard Tyler,Stargirl TV Series,359254
Robert Benton,Earth-ABC,367296
Rock,Teen Titans TV Series,353092
Roland Desmond,DCAU,356333
Roland Desmond,New Earth,370989
Roland Desmond,Prime Earth,363816
Ross Richman,New Earth,350281
Ross Richman,Titans Tomorrow,361664
Roy Lincoln,Quality Universe,360762
Rubberneck,The Brave and the Bold,348158
Russell Tavaroff,Prime Earth,364791
Salvaxe,Prime Earth,359393
Sam Simeon,Earth-508,350579
Scandal Savage,New Earth,367930
Scott Free,DCeased,371470
Sheila Sorrell,New Earth,349559
Shox,Prime Earth,352511
Sis,Titans TV Series,354843
Skull Crusher,Prime Earth,356587
Snowflame,Prime Earth,354136
Solovar,Earth-508,354881
Soma,New Earth,350811
Stanley Printwhistle,Earth-S,356843
Stanley Printwhistle,New Earth,370511
Starkad,Hex Timeline,349000
Stepdad,Titans TV Series,355672
Stephen Mandragora,DCAU,357770
Steppenwolf,Justice League Action,373082
Steppenwolf,The Coming of the Supermen,373761
Steven Larson,Doom Patrol TV Series,365461
Stompa,Prime Earth,378340
Strongbox,New Earth,352407
Syntho-Rob One,Earth-One,358779
Syonide,Black Lightning TV Series,359112
Thumpa,Prime Earth,368751
Tony Woodward,Arrowverse,362620
Torpedoman,Prime Earth,351964
Tusk,DC Animated Movie Universe,348990
Tusk,Prime Earth,363959
Ultra-Humanite,Lil Gotham,362934
Uno,Prime Earth,353282
Victor Fries,Batman vs. TMNT,364459
Waylon Jones,Batman Unlimited,348877
Waylon Jones,Gotham A.D.,351839
Wayne Franklin,New Earth,357857
Wildman,New Earth,350934
William Butcher,The Boys,357496
William Magnus (robot),New Earth,360203
Yoongar,Yoonga,363830
Young Frankenstein,New Earth,354649
Z-1,Earth-One,353655
Zirconium,New Earth,354735
Zyklon,New Earth,358450
Andrea Rojas,Smallville,369313
